initial_comb_tilt,vertical_comb_benefit,vertical_comb_modifier,seed,outcome,generation,average_directional_bias,average_receiver_attention,average_sender_transposition,average_receiver_transposition,average_min_transposition,average_transposition_gap,average_comb_tilt,average_comb_orientation,comb_orientation_alignment,average_search_limit,average_success,average_payoff
1.000,0.150,linear,109,flat,75,0.902,0.912,0.176,0.303,0.176,0.126,0.131,1.891,0.242,7.017,0.190,0.725
1.000,0.150,linear,109,flat,76,0.856,0.915,0.189,0.330,0.189,0.140,0.121,1.920,0.205,7.077,0.193,0.747
1.000,0.150,linear,109,flat,77,0.835,0.914,0.160,0.313,0.160,0.154,0.127,2.141,0.163,6.935,0.189,0.716
1.000,0.150,linear,109,flat,78,0.846,0.921,0.154,0.267,0.154,0.112,0.122,2.535,0.135,6.760,0.187,0.729
1.000,0.150,linear,109,flat,79,0.847,0.889,0.153,0.251,0.153,0.098,0.143,2.187,0.170,6.811,0.180,0.652
1.000,0.150,linear,109,flat,80,0.829,0.873,0.137,0.267,0.137,0.130,0.158,2.875,0.115,6.747,0.187,0.737
1.000,0.150,linear,109,flat,81,0.849,0.862,0.149,0.294,0.149,0.146,0.128,2.029,0.195,6.999,0.190,0.713
1.000,0.150,linear,109,flat,82,0.839,0.847,0.164,0.325,0.164,0.162,0.154,2.036,0.312,7.007,0.189,0.708
1.000,0.150,linear,109,flat,83,0.825,0.840,0.158,0.328,0.158,0.170,0.167,1.707,0.217,6.983,0.182,0.625
1.000,0.150,linear,109,flat,84,0.849,0.845,0.150,0.338,0.150,0.189,0.157,1.995,0.280,7.155,0.188,0.673
1.000,0.150,linear,109,flat,85,0.832,0.846,0.145,0.340,0.145,0.194,0.138,1.868,0.257,7.366,0.189,0.645
1.000,0.150,linear,109,flat,86,0.814,0.855,0.127,0.264,0.127,0.137,0.143,1.564,0.160,7.490,0.199,0.740
1.000,0.150,linear,109,flat,87,0.836,0.841,0.112,0.272,0.112,0.160,0.124,2.243,0.297,7.471,0.204,0.802
1.000,0.150,linear,109,flat,88,0.809,0.903,0.099,0.226,0.099,0.127,0.126,1.941,0.196,7.357,0.199,0.760
1.000,0.150,linear,109,flat,89,0.832,0.886,0.117,0.242,0.117,0.126,0.115,1.570,0.286,7.321,0.197,0.747
1.000,0.150,linear,109,flat,90,0.812,0.882,0.130,0.210,0.130,0.080,0.097,1.524,0.264,7.289,0.198,0.755
1.000,0.150,linear,109,flat,91,0.822,0.896,0.099,0.133,0.099,0.034,0.113,1.782,0.208,7.426,0.201,0.786
1.000,0.150,linear,109,flat,92,0.844,0.917,0.128,0.152,0.128,0.024,0.104,2.587,0.065,7.248,0.200,0.799
1.000,0.150,linear,109,flat,93,0.822,0.897,0.152,0.190,0.152,0.039,0.106,0.769,0.149,7.317,0.198,0.750
1.000,0.150,linear,109,flat,94,0.823,0.868,0.163,0.208,0.163,0.045,0.121,0.365,0.331,7.330,0.197,0.748
1.000,0.150,linear,109,flat,95,0.828,0.876,0.168,0.200,0.168,0.032,0.107,0.393,0.228,7.440,0.198,0.735
1.000,0.150,linear,109,flat,96,0.813,0.860,0.185,0.198,0.185,0.013,0.121,0.547,0.293,7.404,0.198,0.744
1.000,0.150,linear,109,flat,97,0.804,0.828,0.173,0.162,0.162,0.011,0.103,0.495,0.273,7.545,0.195,0.677
1.000,0.150,linear,109,flat,98,0.786,0.857,0.176,0.164,0.164,0.012,0.085,0.410,0.205,7.387,0.193,0.676
1.000,0.150,linear,109,flat,99,0.844,0.858,0.160,0.152,0.152,0.008,0.085,3.134,0.145,7.296,0.197,0.748
1.000,0.150,linear,109,flat,100,0.883,0.843,0.196,0.167,0.167,0.029,0.130,2.822,0.235,7.165,0.193,0.727
1.000,0.150,linear,109,flat,101,0.897,0.835,0.229,0.170,0.170,0.059,0.169,2.880,0.311,7.214,0.192,0.714
1.000,0.150,linear,109,flat,102,0.888,0.831,0.210,0.168,0.168,0.042,0.155,0.109,0.140,7.019,0.194,0.776
1.000,0.150,linear,109,flat,103,0.869,0.814,0.215,0.182,0.182,0.033,0.151,0.462,0.083,7.121,0.190,0.692
1.000,0.150,linear,109,flat,104,0.899,0.854,0.269,0.228,0.228,0.041,0.138,2.987,0.122,7.307,0.199,0.772
1.000,0.150,linear,109,flat,105,0.913,0.864,0.268,0.265,0.265,0.003,0.125,3.005,0.295,7.450,0.202,0.779
1.000,0.150,linear,109,flat,106,0.912,0.877,0.259,0.244,0.244,0.014,0.142,3.029,0.237,7.384,0.199,0.754
1.000,0.150,linear,109,flat,107,0.904,0.863,0.278,0.277,0.277,0.001,0.129,2.904,0.205,7.428,0.206,0.846
1.000,0.150,linear,109,flat,108,0.893,0.872,0.281,0.254,0.254,0.027,0.136,2.974,0.166,7.373,0.193,0.677
1.000,0.150,linear,109,flat,109,0.891,0.871,0.309,0.280,0.280,0.029,0.125,2.855,0.193,7.318,0.201,0.793
1.000,0.150,linear,109,flat,110,0.901,0.913,0.315,0.273,0.273,0.041,0.120,2.830,0.283,7.300,0.197,0.744
1.000,0.150,linear,109,flat,111,0.888,0.908,0.325,0.266,0.266,0.059,0.129,2.503,0.218,7.221,0.195,0.743
1.000,0.150,linear,109,flat,112,0.875,0.909,0.353,0.239,0.239,0.114,0.133,2.947,0.226,7.226,0.194,0.722
1.000,0.150,linear,109,flat,113,0.904,0.903,0.379,0.296,0.296,0.083,0.121,2.102,0.142,7.302,0.193,0.696
1.000,0.150,linear,109,flat,114,0.890,0.894,0.350,0.292,0.292,0.057,0.139,2.496,0.140,7.193,0.194,0.730
1.000,0.150,linear,109,flat,115,0.887,0.906,0.318,0.265,0.265,0.053,0.143,2.501,0.154,7.277,0.198,0.768
1.000,0.150,linear,109,flat,116,0.896,0.924,0.336,0.261,0.261,0.075,0.151,1.861,0.114,7.338,0.196,0.723
1.000,0.150,linear,109,flat,117,0.880,0.911,0.322,0.247,0.247,0.075,0.139,1.676,0.201,7.343,0.195,0.714
1.000,0.150,linear,109,flat,118,0.887,0.915,0.318,0.255,0.255,0.062,0.127,1.586,0.279,7.315,0.197,0.749
1.000,0.150,linear,109,flat,119,0.879,0.910,0.372,0.297,0.297,0.075,0.099,1.696,0.302,7.248,0.194,0.712
1.000,0.150,linear,109,flat,120,0.867,0.917,0.349,0.288,0.288,0.061,0.104,1.776,0.313,7.390,0.192,0.655
1.000,0.150,linear,110,success,0,0.074,0.128,0.000,0.000,0.000,0.000,1.000,1.870,0.077,2.317,0.027,0.001
1.000,0.150,linear,110,success,1,0.083,0.141,0.023,0.019,0.019,0.004,0.974,1.516,0.206,2.285,0.023,0.001
1.000,0.150,linear,110,success,2,0.080,0.151,0.039,0.033,0.033,0.006,0.959,1.139,0.148,2.330,0.027,0.001
1.000,0.150,linear,110,success,3,0.079,0.137,0.037,0.043,0.037,0.005,0.918,1.282,0.122,2.215,0.025,0.001
1.000,0.150,linear,110,success,4,0.086,0.141,0.055,0.054,0.054,0.001,0.921,1.294,0.116,2.033,0.023,0.001
1.000,0.150,linear,110,success,5,0.113,0.156,0.063,0.070,0.063,0.007,0.925,1.170,0.126,2.016,0.022,0.001
1.000,0.150,linear,110,success,6,0.123,0.173,0.072,0.075,0.072,0.003,0.912,1.696,0.180,1.971,0.022,0.003
1.000,0.150,linear,110,success,7,0.146,0.129,0.059,0.050,0.050,0.010,0.950,1.706,0.627,2.491,0.028,0.001
1.000,0.150,linear,110,success,8,0.142,0.142,0.062,0.053,0.053,0.009,0.917,1.745,0.517,2.384,0.029,0.005
1.000,0.150,linear,110,success,9,0.255,0.146,0.091,0.071,0.071,0.020,0.891,1.850,0.646,2.152,0.024,0.001
1.000,0.150,linear,110,success,10,0.231,0.138,0.127,0.095,0.095,0.032,0.871,1.679,0.677,2.190,0.023,0.001
1.000,0.150,linear,110,success,11,0.246,0.165,0.122,0.083,0.083,0.039,0.863,1.583,0.519,2.092,0.024,0.001
1.000,0.150,linear,110,success,12,0.238,0.207,0.143,0.090,0.090,0.053,0.861,1.683,0.340,1.977,0.022,0.001
1.000,0.150,linear,110,success,13,0.235,0.159,0.130,0.094,0.094,0.036,0.862,1.624,0.172,2.031,0.021,0.001
1.000,0.150,linear,110,success,14,0.214,0.196,0.118,0.077,0.077,0.041,0.851,1.660,0.167,2.125,0.025,0.003
1.000,0.150,linear,110,success,15,0.146,0.285,0.164,0.112,0.112,0.052,0.881,1.536,0.486,3.202,0.043,0.002
1.000,0.150,linear,110,success,16,0.123,0.296,0.144,0.108,0.108,0.036,0.893,1.568,0.597,3.821,0.053,0.004
1.000,0.150,linear,110,success,17,0.085,0.279,0.115,0.090,0.090,0.025,0.827,1.588,0.728,4.240,0.056,0.001
1.000,0.150,linear,110,success,18,0.102,0.298,0.128,0.122,0.122,0.005,0.833,1.653,0.555,4.289,0.061,0.001
1.000,0.150,linear,110,success,19,0.097,0.257,0.120,0.115,0.115,0.005,0.861,1.530,0.504,4.402,0.063,0.003
1.000,0.150,linear,110,success,20,0.094,0.287,0.148,0.227,0.148,0.079,0.843,1.211,0.642,4.457,0.067,0.009
1.000,0.150,linear,110,success,21,0.085,0.306,0.250,0.175,0.175,0.075,0.901,1.401,0.465,5.284,0.080,0.005
1.000,0.150,linear,110,success,22,0.054,0.266,0.220,0.114,0.114,0.106,0.901,1.377,0.546,4.745,0.070,0.004
1.000,0.150,linear,110,success,23,0.099,0.219,0.213,0.089,0.089,0.124,0.860,1.673,0.615,4.695,0.064,0.002
1.000,0.150,linear,110,success,24,0.088,0.284,0.267,0.167,0.167,0.100,0.825,1.661,0.606,4.282,0.060,0.001
1.000,0.150,linear,110,success,25,0.083,0.285,0.253,0.182,0.182,0.071,0.820,1.682,0.447,4.204,0.061,0.004
1.000,0.150,linear,110,success,26,0.094,0.298,0.307,0.142,0.142,0.165,0.869,1.942,0.426,4.735,0.071,0.006
1.000,0.150,linear,110,success,27,0.126,0.396,0.254,0.074,0.074,0.179,0.862,1.260,0.518,4.799,0.074,0.014
1.000,0.150,linear,110,success,28,0.147,0.446,0.171,0.082,0.082,0.089,0.873,1.099,0.702,5.639,0.087,0.004
1.000,0.150,linear,110,success,29,0.105,0.496,0.212,0.126,0.126,0.086,0.861,1.310,0.683,5.762,0.090,0.011
1.000,0.150,linear,110,success,30,0.106,0.495,0.196,0.114,0.114,0.082,0.896,1.616,0.558,6.125,0.095,0.006
1.000,0.150,linear,110,success,31,0.162,0.619,0.277,0.153,0.153,0.124,0.903,1.654,0.626,6.896,0.113,0.021
1.000,0.150,linear,110,success,32,0.206,0.687,0.327,0.174,0.174,0.154,0.907,1.881,0.456,6.795,0.111,0.014
1.000,0.150,linear,110,success,33,0.253,0.720,0.369,0.201,0.201,0.168,0.928,2.438,0.297,7.414,0.127,0.045
1.000,0.150,linear,110,success,34,0.317,0.743,0.361,0.229,0.229,0.132,0.910,2.358,0.172,7.319,0.131,0.069
1.000,0.150,linear,110,success,35,0.361,0.711,0.350,0.220,0.220,0.130,0.943,1.927,0.122,7.406,0.123,0.017
1.000,0.150,linear,110,success,36,0.440,0.715,0.398,0.278,0.278,0.120,0.944,3.040,0.123,7.463,0.130,0.061
1.000,0.150,linear,110,success,37,0.482,0.734,0.415,0.316,0.316,0.098,0.945,2.976,0.153,7.384,0.132,0.056
1.000,0.150,linear,110,success,38,0.592,0.797,0.496,0.367,0.367,0.129,0.904,2.960,0.456,7.339,0.140,0.126
1.000,0.150,linear,110,success,39,0.659,0.786,0.573,0.449,0.449,0.124,0.902,3.097,0.657,7.038,0.139,0.167
1.000,0.150,linear,110,success,40,0.699,0.810,0.621,0.539,0.539,0.082,0.910,0.081,0.491,7.210,0.151,0.249
1.000,0.150,linear,110,success,41,0.710,0.821,0.680,0.595,0.595,0.085,0.890,0.148,0.472,7.117,0.154,0.288
1.000,0.150,linear,110,success,42,0.721,0.821,0.708,0.654,0.654,0.053,0.888,0.144,0.517,7.071,0.153,0.334
1.000,0.150,linear,110,success,43,0.735,0.804,0.758,0.714,0.714,0.044,0.924,0.123,0.456,7.320,0.165,0.412
1.000,0.150,linear,110,success,44,0.783,0.825,0.800,0.724,0.724,0.076,0.888,0.250,0.390,7.330,0.171,0.482
1.000,0.150,linear,110,success,45,0.826,0.852,0.820,0.738,0.738,0.082,0.868,0.241,0.203,7.414,0.178,0.550
1.000,0.150,linear,110,success,46,0.870,0.901,0.866,0.754,0.754,0.112,0.883,0.366,0.242,7.423,0.188,0.695
1.000,0.150,linear,110,success,47,0.871,0.904,0.876,0.796,0.796,0.080,0.889,0.304,0.257,7.393,0.190,0.732
1.000,0.150,linear,110,success,48,0.867,0.903,0.874,0.839,0.839,0.035,0.892,0.176,0.092,7.323,0.193,0.775
1.000,0.150,linear,110,success,49,0.859,0.885,0.824,0.816,0.816,0.009,0.898,0.783,0.139,7.196,0.180,0.621
1.000,0.150,linear,110,success,50,0.861,0.890,0.822,0.835,0.822,0.013,0.902,1.444,0.055,7.187,0.187,0.730
1.000,0.150,linear,110,success,51,0.860,0.886,0.816,0.874,0.816,0.059,0.884,0.735,0.030,7.370,0.181,0.595
1.000,0.150,linear,110,success,52,0.849,0.887,0.815,0.852,0.815,0.036,0.860,1.219,0.081,7.347,0.185,0.670
1.000,0.150,linear,110,success,53,0.851,0.899,0.827,0.866,0.827,0.039,0.886,2.075,0.146,7.286,0.183,0.648
1.000,0.150,linear,110,success,54,0.851,0.874,0.840,0.887,0.840,0.047,0.912,2.621,0.118,6.978,0.183,0.722
1.000,0.150,linear,110,success,55,0.848,0.852,0.860,0.890,0.860,0.030,0.912,2.665,0.206,7.004,0.182,0.699
1.000,0.150,linear,110,success,56,0.864,0.867,0.875,0.887,0.875,0.012,0.920,2.435,0.268,7.018,0.180,0.650
1.000,0.150,linear,110,success,57,0.858,0.854,0.884,0.875,0.875,0.010,0.912,2.350,0.126,7.082,0.181,0.666
1.000,0.150,linear,110,success,58,0.856,0.840,0.921,0.896,0.896,0.025,0.898,2.601,0.178,7.254,0.192,0.783
1.000,0.150,linear,110,success,59,0.817,0.850,0.920,0.912,0.912,0.008,0.889,0.327,0.114,7.293,0.191,0.752
1.000,0.150,linear,110,success,60,0.814,0.859,0.897,0.897,0.897,0.000,0.879,0.484,0.054,7.467,0.186,0.652
1.000,0.150,linear,110,success,61,0.846,0.860,0.900,0.895,0.895,0.005,0.877,2.996,0.170,7.424,0.194,0.761
1.000,0.150,linear,110,success,62,0.882,0.867,0.895,0.880,0.880,0.016,0.870,3.104,0.069,7.430,0.200,0.850
1.000,0.150,linear,110,success,63,0.922,0.888,0.882,0.883,0.882,0.001,0.863,2.494,0.253,7.385,0.191,0.732
1.000,0.150,linear,110,success,64,0.889,0.896,0.889,0.895,0.889,0.006,0.886,2.435,0.224,7.242,0.191,0.767
1.000,0.150,linear,110,success,65,0.889,0.910,0.877,0.910,0.877,0.034,0.872,2.621,0.403,7.223,0.190,0.757
1.000,0.150,linear,110,success,66,0.909,0.909,0.859,0.931,0.859,0.072,0.852,2.552,0.571,7.163,0.189,0.745
1.000,0.150,linear,110,success,67,0.915,0.905,0.841,0.899,0.841,0.057,0.838,2.677,0.403,6.978,0.178,0.634
1.000,0.150,linear,110,success,68,0.896,0.891,0.844,0.889,0.844,0.045,0.866,2.954,0.288,6.969,0.190,0.794
1.000,0.150,linear,110,success,69,0.882,0.883,0.870,0.899,0.870,0.029,0.862,2.913,0.295,6.884,0.186,0.768
1.000,0.150,linear,110,success,70,0.888,0.890,0.889,0.905,0.889,0.016,0.858,2.922,0.237,6.821,0.191,0.844
1.000,0.150,linear,110,success,71,0.902,0.874,0.894,0.903,0.894,0.010,0.849,3.035,0.041,6.749,0.181,0.721
1.000,0.150,linear,110,success,72,0.903,0.860,0.924,0.931,0.924,0.007,0.861,0.486,0.151,6.842,0.181,0.715
1.000,0.150,linear,110,success,73,0.914,0.841,0.917,0.920,0.917,0.003,0.865,0.282,0.104,6.986,0.189,0.796
1.000,0.150,linear,110,success,74,0.892,0.825,0.920,0.918,0.918,0.002,0.877,2.747,0.103,6.999,0.178,0.626
1.000,0.150,linear,110,success,75,0.868,0.829,0.897,0.893,0.893,0.004,0.863,0.065,0.083,7.109,0.190,0.778
1.000,0.150,linear,110,success,76,0.874,0.833,0.906,0.898,0.898,0.008,0.892,0.769,0.137,7.262,0.192,0.769
1.000,0.150,linear,110,success,77,0.872,0.833,0.915,0.909,0.909,0.006,0.905,0.455,0.129,6.976,0.182,0.715
1.000,0.150,linear,110,success,78,0.881,0.844,0.917,0.909,0.909,0.007,0.881,0.709,0.290,7.134,0.199,0.891
1.000,0.150,linear,110,success,79,0.894,0.831,0.914,0.904,0.904,0.010,0.877,0.981,0.200,7.236,0.195,0.830
1.000,0.150,linear,110,success,80,0.880,0.835,0.934,0.918,0.918,0.016,0.854,1.547,0.188,7.239,0.181,0.627
1.000,0.150,linear,110,success,81,0.880,0.847,0.935,0.912,0.912,0.022,0.868,1.434,0.309,7.190,0.196,0.845
1.000,0.150,linear,110,success,82,0.892,0.866,0.942,0.919,0.919,0.023,0.849,1.356,0.225,7.132,0.188,0.741
1.000,0.150,linear,110,success,83,0.880,0.866,0.929,0.913,0.913,0.015,0.822,0.877,0.222,7.032,0.186,0.727
